,idx,Review,Rating,Length
66625,66625,perfectly pitch comedy tragedy hope despair,1,6
66626,66626,psychological,1,1
66627,66627,break free old life,1,4
66628,66628,fascinate unnerve examination delusions one unstable man,1,7
66629,66629,gem movie,1,2
66630,66630,one best war movies ever make,1,6
66631,66631,smooth professional,1,2
66632,66632,interview lose overall sense mystery become tv episode rather documentary actually buy,0,12
66633,66633,lovely trifle,1,2
66634,66634,helm,1,1
66635,66635,radiant,1,1
66636,66636,script less spice rat burger rock fight skills line steven seagal,0,11
66637,66637,wellwritten sexy beast gloriously flippant lock stock two smoke barrel stylish moody exceptionally wellacted,1,14
66638,66638,marvelously entertain,1,2
66639,66639,saw write,0,2
66640,66640,depressingly thin exhaustingly contrive,0,4
66641,66641,film consider approach subject matter calm thoughtful agitprop thinness characterizations make failure straight drama,0,14
66642,66642,better 94 minutes,0,3
66643,66643,girls amuse personalities,1,3
66644,66644,certainly ca nt recommend,0,4
66645,66645,pinheads talk throughout show,0,4
66646,66646,somewhat problematic,1,2
66647,66647,find way make jk rowling marvelous series deadly bore,0,9
66648,66648,highly amuse idea come point society deem important enough make film someone hire portray richard dawson,0,16
66649,66649,confluence kiddie entertainment sophisticate wit symbolic graphic design,1,8
66650,66650,less funny think,0,3
66651,66651,amount arty theorize special effect germanexpressionist accord press note render anything laughable,0,12
66652,66652,belittle cinema classic,0,3
66653,66653,explore seemingly irreconcilable situation conservative christian parent estrange gay lesbian children,1,11
66654,66654,skin look beautiful desirable even delectable trouble every day,1,9
66655,66655,enough cool fun warm hearts animation enthusiasts age,1,8
66656,66656,college dorm room subtlety make silly overthetop coda especially disappoint,0,10
66657,66657,outdo spectacle,1,2
66658,66658,credible account,1,2
66659,66659,trap audiences series relentlessly nasty situations would pay considerable ransom look,0,11
66660,66660,collapse like overcook soufflé,0,4
66661,66661,bumble,0,1
66662,66662,definitely crowdpleaser roman colosseum,1,4
66663,66663,make want scream,0,3
66664,66664,real winner,1,2
66665,66665,shake head way credit,0,4
66666,66666,talented young actors,1,3
66667,66667,moods subtly,1,2
66668,66668,clarity purpose evenhandedness,1,3
66669,66669,end bitter pill,0,3
66670,66670,love story,1,2
66671,66671,put exclamation point,1,3
66672,66672,topless roll mud worthwhile glimpse independentcommunity guide light,0,8
66673,66673,disturb,0,1
66674,66674,remain film something one attempt often achieve level connection concern,1,10
66675,66675,perfectly creepy believable,1,3
66676,66676,project filmmakers forget include anything even halfway scary poorly rejigger fatal attraction high school set,0,15
66677,66677,say nt follow stale standard connectthedots storyline become commonplace movies explore seamy underbelly criminal world,1,15
66678,66678,davis want cause audience epiphany yet refuse give us real situations character,0,12
66679,66679,insightfully human,1,2
66680,66680,like praise lord,1,3
66681,66681,monologue manage incorporate horror absurdity situation wellbalanced fashion,1,8
66682,66682,high romance,1,2
66683,66683,top lungs,1,2
66684,66684,jar deeply place could probably lighthearted comedy,0,7
66685,66685,appear even filmmakers nt know kind movie make,0,8
66686,66686,breakthrough,1,1
66687,66687,screenwriter responsible one worst movies one year direct equally miserable film follow year,0,13
66688,66688,watch favorite pet get bury alive,0,6
66689,66689,flat run,0,2
66690,66690,extremely funny,1,2
66691,66691,write one,1,2
66692,66692,hardly begin fade memory,0,4
66693,66693,impossibly long limbs sweetly conspiratorial smile,1,6
66694,66694,definitive account eisenstein life,1,4
66695,66695,entertainment destination,1,2
66696,66696,overflow,1,1
66697,66697,bad action movie root interest,0,5
66698,66698,maybe janine molly allwoman dysfunctional family deserve one another,0,9
66699,66699,scenic appeal cesspool,0,3
66700,66700,eyecatching art direction,1,3
66701,66701,sons loyalty duty,1,3
66702,66702,fine act,1,2
66703,66703,honor,1,1
66704,66704,overcome weaknesses,1,2
66705,66705,parker display freshen play,1,4
66706,66706,better videogamebased flick,0,3
66707,66707,make character understandable,1,3
66708,66708,herzog simply run ideas pace turn positively leaden movie sputter inevitable tragic conclusion,0,13
66709,66709,cleverly capture dry wit prevalent rock,1,6
66710,66710,chillingly effective,1,2
66711,66711,bestsustained ideas,1,2
66712,66712,special,1,1
66713,66713,allow rank worthy predecessors,1,4
66714,66714,allinclusive world uptight middle class bore like antonia feel good,0,10
66715,66715,take classic story cast attractive talented actors use magnificent landscape create feature film wickedly fun watch,1,16
66716,66716,picture emerge surprisingly anemic disappointment,0,5
66717,66717,cool actors,1,2
66718,66718,david letterman onion prove worst tragedies fertile source humor lawrence fleet grasp develop,0,13
66719,66719,film play things nice n safe often play like milquetoast movie week blow big screen,0,15
66720,66720,grand locations,1,2
66721,66721,hard put find movie character unattractive odorous leon,0,8
66722,66722,bull,0,1
66723,66723,annoy,0,1
66724,66724,ludicrous attempt,0,2
66725,66725,cool event whole family,1,4
66726,66726,actually watchable,1,2
66727,66727,bore meander,0,2
66728,66728,right choice,1,2
66729,66729,largely unfulfilling,0,2
66730,66730,outtakes character forget line utter uhhh better write movie,0,9
66731,66731,ultimately win story,1,3
66732,66732,leap story line shape director peter kosminsky sharp sliver cut impressions,1,11
66733,66733,thoughtful unflinching examination alternative lifestyle sex strangers success,1,8
66734,66734,stale copy,0,2
66735,66735,columbia picture perverse idea animate holiday movie,0,7
66736,66736,1989 paradiso prefer new version,1,5
66737,66737,evoke bottom tier blaxploitation flick 1970s,0,6
66738,66738,substitute onscreen chemistry,1,3
66739,66739,like bad soap opera,0,4
66740,66740,schnieder,1,1
66741,66741,arm game support cast pitchperfect forster always hilarious meara levy like mike shoot score namesake proud,1,16
66742,66742,make proper middleaged woman,1,4
66743,66743,content nt nearly captivate rowdy participants think,0,7
66744,66744,underdone potato,0,2
66745,66745,wonder lawrence hat criticism much refuse evaluate work,0,8
66746,66746,tackle meaty subject draw engage character pepper page memorable zingers,1,10
66747,66747,wondrously,1,1
66748,66748,place blame,0,2
66749,66749,gently tedious comedy,1,3
66750,66750,yet fail overcome film manipulative sentimentality annoy stereotype,0,8
66751,66751,sophisticate film,1,2
66752,66752,hey fart get inner nineyearold,1,5
66753,66753,film boast least good ideas feature decent performances,1,8
66754,66754,use burn every print film,0,5
66755,66755,thrillingly use modern technology take viewer inside wave,1,8
66756,66756,complex quirky entirely believable remarkable ensemble cast bring life,1,9
66757,66757,charm thoughtprovoking new york fest life love reward,1,8
66758,66758,shift chair often,0,3
66759,66759,struggle tragically comprehend chasm knowledge open,1,6
66760,66760,see romance smart,1,3
66761,66761,insightful,1,1
66762,66762,imitation,0,1
66763,66763,uncool thing miss gadzooks,0,4
66764,66764,crowdpleasing goals,1,2
66765,66765,historic scandal,0,2
66766,66766,era intelligent wellmade b movie long go,0,7
66767,66767,earnestness remarkably well,1,3
66768,66768,equally spoof celebrate outre aspects black culture dorkier aspects white culture even point inseparable two,1,15
66769,66769,path good sense,0,3
66770,66770,visually sloppy,0,2
66771,66771,flakiness,0,1
66772,66772,still quite goodnatured,1,3
66773,66773,generic script,0,2
66774,66774,grand whimper,0,2
66775,66775,scare pant,1,2
66776,66776,disconnect every 10 second,0,4
66777,66777,ingenious film,1,2
66778,66778,mildly interest,1,2
66779,66779,see,1,1
66780,66780,exploit headbanger stereotype good fun add bite heart unsettle subject matter,1,11
66781,66781,deserve better,0,2
66782,66782,rarely indeed almost never highwattage brainpower couple pitchperfect act exquisite unfakable sense cinema,1,13
66783,66783,fun watch,1,2
66784,66784,repetitive arguments scheme treachery,0,4
66785,66785,emerge exquisite motion picture right,1,5
66786,66786,recite bland police procedural detail fiennes wander around,0,8
66787,66787,lively intelligence artists perceptiveness situations,1,5
66788,66788,droll sense,0,2
66789,66789,never come within mile longest yard,0,6
66790,66790,completely lose film circular structure ever offer insightful discourse well love time money,0,13
66791,66791,scary sad,0,2
66792,66792,film without surprise,0,3
66793,66793,funniest american comedy since graffiti bridge,1,6
66794,66794,larger theme,1,2
66795,66795,star performances,1,2
66796,66796,endless rain offset sheer ugliness everything else,0,7
66797,66797,hyperrealistic,1,1
66798,66798,like spectator participant,0,3
66799,66799,one purely enjoyable satisfy even movies,1,6
66800,66800,philosophical visual come right,1,4
66801,66801,freshness modesty,1,2
66802,66802,often surprise,1,2
66803,66803,plod along methodically somehow assumption dead wife communicate beyond grave framework even remotely new interest,0,15
66804,66804,nerve ca nt take,0,4
66805,66805,muddle limp biscuit movie vampire soap opera nt make much sense even term,0,13
66806,66806,frustrate tweener slick,0,3
66807,66807,story match,0,2
66808,66808,frame profound ethical philosophical question form dazzle pop entertainment,1,9
66809,66809,kind subject matter could easily fumble lesser filmmaker ayres make right choices every turn,1,14
66810,66810,much funny also startle surrealistic moments,1,6
66811,66811,might guess,0,2
66812,66812,craft film,1,2
66813,66813,climax worst,0,2
66814,66814,generosity diplomacy,1,2
66815,66815,lose touch,0,2
66816,66816,relevant today,1,2
66817,66817,solondz two ideas two movies could nt really figure flesh either slop em together,0,14
66818,66818,new insomnia surprisingly faithful remake chilly predecessor elect head direction employ change fit well rather ones impose sake commercial sensibilities,1,20
66819,66819,real vitality,1,2
66820,66820,drop ball many time,0,4
66821,66821,heartbreaking,1,1
66822,66822,indeed first half sorority boys appal comedy ever spill projector lens,0,11
66823,66823,story nt worth tell,0,4
66824,66824,direct may leave speak tongue,0,5
66825,66825,local,1,1
66826,66826,painfully flat,0,2
66827,66827,entice prospect lot nubile young actors film campus depravity nt fade amid deliberate tiresome ugliness,0,15
66828,66828,make film moral compass,1,4
66829,66829,embrace energize take big bloody chomp,1,6
66830,66830,like 95minute commercial nba properties,0,5
66831,66831,distinguish,1,1
66832,66832,combine enigmatic feature memento hallucinatory drug culture requiem dream,1,9
66833,66833,charm little,1,2
66834,66834,turn big bowl,0,3
66835,66835,standard gun versus martial arts cliche little new add,1,9
66836,66836,fan often funny fanatics,1,4
66837,66837,pierce intellect,1,2
66838,66838,make formula feel fresh,1,4
66839,66839,satisfyingly unsettle,1,2
66840,66840,real snooze,0,2
66841,66841,unabashedly hopeful,1,2
66842,66842,resist pleas,0,2
66843,66843,outrageously creative action transporter b ut time frank parachute onto move truck,1,12
66844,66844,hard resist,1,2
66845,66845,ca nt generate enough heat cold vacuum comedy start reaction,0,10
66846,66846,real,1,1
66847,66847,fascinate timely content come wrap,1,5
66848,66848,small part thank,1,3
66849,66849,fun one,1,2
66850,66850,fact watch clumsily mug way snow dog seem inconceivable,0,9
66851,66851,mildly amuse,1,2
66852,66852,wise powerful,1,2
66853,66853,skillfully assemble highly polish,1,4
66854,66854,heaven dazzle conceptual feat,1,4
66855,66855,fill lowbrow humor gratuitous violence disturb disregard life,0,8
66856,66856,make robust scary entertainment,1,4
66857,66857,nt sustain high enough level invention,0,6
66858,66858,parable love character communicate something rather beautiful human nature,1,9
66859,66859,one interest writerdirectors work today,1,5
66860,66860,loud goofy,0,2
66861,66861,arthouse gay porn film,0,4
66862,66862,school experience play better film publicists people take many drug film character,0,12
66863,66863,leave theater smile face,1,4
66864,66864,feeble tootsie knockoff,0,3
66865,66865,severe,0,1
66866,66866,nothing happen happen flat character,0,5
