,Rating,Review,Length
3558,4,use hd video record work well frame lose since use card measure actual transfer rate look fast read movies sd frame lose since use card,25
3559,4,best kind work really fast beside like color micro sd card,11
3560,4,sd card sd card unless break problems keep good work,10
3561,4,buy use mysony hdras15 action video camera black work great camera work fine class 4 card offload speed horrible speedy little card eliminate problem come sdhc adapter nice unexpected bonus,30
3562,4,say acer max 32gb pop puppy read 64 gigs fine mp3s photos clog hd tablet,15
3563,3,great storage price 60 1 per gb drawback rather slow write,11
3564,4,experience absolutely problems memory chip come undamaged connect phone immediately work flawlessly would highly recommend chip,16
3565,4,much say excellence sandisk products fit well adapter easy use never disappoint sandisk,13
3566,4,favor pay extra money cardseriously spend money nice phone like youre use 14 13 capabilityget memory card enjoy phone suppose run,21
3567,4,need storage space photos videos phone fit bill nice fast 40 gig free phone,14
3568,4,come adapter allow card use micro card standard card great class 10 also fast,14
3569,4,reason buy one buy bigger one ive phone 2 years awesome never worry run storage great product,17
3570,4,issue card galaxy s4 2971 gb usable space expect price right,11
3571,4,purchase sandisk ultra 64gb micosdxc memory card put samsung s4 try purchase memory card locally att bestbuy one 64 gb memory card glad purchase memory card put backups music podcast etc add storage would recommend memory card anyone samsung s4pceddie,40
3572,0,buy 32gb card sale run great first 4 months afternoon unmounted samsung sgs iii power phone reseat card power still recognize power back pull card pop computer show single partition 0 bytes mount card back phone boot recovery phone root cwm double check could mount format try repartition card luck phone back run fine spare 8gb card problems doesnt matter good fast card die quickly stuff back major loss cost card,71
3573,4,scream deal retailpackaged 32gb microsd benchmarked lightyears faster original 2gb card retail package though dont like extra package make secure fake,21
3574,4,instal samsung tablet 16gb music lot picture number apps work flawlessly cant find anything wrong price bad either love,19
3575,4,perfect every sense use mainly access music since upgrade microsdhc find samsung galaxy s3 lag playback document storage retrieval quick,20
3576,4,nothing bad say great product great price work excellently video camera one wont go wrong card,16
3577,1,say bad microsd card mine stop work months normal useevery time put pc smartphone message come say need format click format show another message say unable format one purchase replace polaroid way work better expectedwhile last perfect,37
3578,4,buy samsung galaxy s3 work perfectly price better anything could find store locally,13
3579,4,awesome sd card awesome price awesome speed awesome quality really like microsd card hope never fail,16
3580,4,great price great cellphones tablets etc easy put easy use come adapter,12
3581,3,work perfectly enough storage many hours recordingcould best one pricerecommend one,11
3582,4,use samsung note ii phone get read 18msec write 9msec please performance,12
3583,4,use card samsung galaxy s3 issue brand memory card fail become unreadable past however accept anything throw use store picture take phone currently 1700 music videos mp3s movies never lag random unmounts highly recommend,34
3584,4,want extra space tablet sd work fine job need,9
3585,4,buy another sandisk product guess work great job guy pricey either cant wait 128gb version,15
3586,0,sd microsd card adapter come product small impossible remove card adapter without damage,13
3587,0,thank god amazon return policy would incense little platic device hell die unexpectedly 37 days lose phone picture store phone lose music pc lose videos concertswhat happen phone give warn storage device sandisk ultra could find take restart galaxy note 2 work one hour later get warn try save data backup pro app purchase extra 3 gbs data cloud app come 75 mb something like back everything sandisk storage back everything line use backup pro cloud sandisk fry stop backup process prompt format storage disc everytime perform process phone would complete format keep mind near computer vacation could use computer format fat32i return disc purchase samsung 32 gb cost 50 buck get pay,113
